year,category,rank,flag,inspections,detentions,black_to_grey_limit,grey_to_white_limit,excess_factor,flag_safety_risk
2021,white,38,Saudi Arabia,54,0,7,0,-0.22,0.0
2021,white,39,Spain,146,4,16,5,-0.2,0.0
2021,white,40,Estonia,79,1,10,1,-0.2,0.0
2021,grey,41,Morocco,48,0,7,0,0.01,0.5
2021,grey,42,Thailand,33,0,5,0,0.1,0.5
2021,grey,43,Curacao,40,1,6,0,0.21,0.5
2021,grey,44,South Korea,75,3,9,1,0.23,0.5
2021,grey,45,Azerbaijan,56,2,8,0,0.24,0.5
2021,grey,46,India,36,1,6,0,0.25,0.5
2021,grey,47,Iran,68,3,9,1,0.28,0.5
2021,grey,48,Palau,162,9,17,5,0.3,0.5
2021,grey,49,St. Vincent and Grenadines,331,20,31,15,0.31,0.5
2021,grey,50,Philippines,131,8,14,4,0.39,0.5
2021,grey,51,Lebanon,53,3,7,0,0.4,0.5
2021,grey,52,St. Kitts and Nevis,112,7,13,3,0.42,0.5
2021,grey,53,Poland,50,3,7,0,0.43,0.5
2021,grey,54,Mongolia,33,3,5,0,0.62,0.5
2021,grey,55,Cook Islands,201,17,21,8,0.73,0.5
2021,grey,56,Vanuatu,253,22,25,11,0.8,0.5
2021,grey,57,Sierra Leone,250,22,25,10,0.82,0.5
2021,grey,58,Ukraine,74,8,9,1,0.84,0.5
2021,grey,59,Belize,241,22,24,10,0.87,0.5
2021,grey,60,Switzerland,44,6,6,0,0.94,0.5
2021,grey,61,Tanzania,189,19,20,7,0.96,0.5
2021,black,62,Egypt,46,7,7,,1.23,1.0
2021,black,63,Algeria,69,10,9,,1.44,1.0
2021,black,64,Comoros,315,39,30,,1.84,1.0
2021,black,65,Albania,60,11,8,,2.3,1.0
2021,black,66,Moldova,328,48,31,,2.53,1.0
2021,black,67,Togo,361,53,34,,2.59,1.0
2021,black,68,Cameroon,69,15,9,,3.38,1.0
2022,white,1,Denmark at,1,9,93,64,-1.87,0.0
2022,white,2,Italy,802,7,69,44,-1.79,0.0
2022,white,3,Greece,617,5,54,32,-1.77,0.0
2022,white,4,Netherlands,2536,39,199,156,-1.67,0.0
2022,white,5,Norway,1072,23,127,93,-1.65,0.0
2022,white,6,Singapore,1601,27,129,95,-1.57,0.0
2022,white,8,Cyprus,2023,43,161,122,-1.43,0.0
2022,white,10,United Kingdom,659,12,57,35,-1.36,0.0
2022,white,12,Turkey,580,11,51,30,-1.29,0.0
2022,white,13,Sweden,287,4,28,12,-1.26,0.0
2022,white,14,Hong Kong,1583,40,128,94,-1.24,0.0
2022,white,16,Cayman Islands,320,5,30,14,-1.23,0.0
2022,white,17,France,227,3,23,9,-1.16,0.0
2022,white,18,Marshall Islands,4703,145,358,300,-1.16,0.0
2022,white,19,Gibraltar,409,8,38,20,-1.15,0.0
2022,white,20,Malta,3710,114,286,234,-1.14,0.0
2022,white,21,Luxembourg,222,3,22,9,-1.13,0.0
2022,white,22,Lithuania,93,0,11,2,-1.09,0.0
2022,white,23,Bermuda,135,1,15,4,-1.07,0.0
2022,white,25,Liberia,4569,156,349,291,-1.04,0.0
2022,white,26,Portugal,1473,45,120,87,-1.03,0.0
2022,white,28,China,200,3,20,8,-0.99,0.0
2022,white,29,Russia,832,24,71,46,-0.98,0.0
2022,white,30,Faroe Islands,219,4,22,9,-0.9,0.0
2022,white,3,| Antigua and Barbuda,1712,61,138,102,-0.87,0.0
2022,white,32,Barbados,538,16,48,27,-0.82,0.0
2022,white,34,Germany,522,16,47,26,-0.78,0.0
2022,white,36,Spain,142,4,15,4,-0.14,0.0
2022,white,39,Thailand,33,0,5,0,0.1,0.0
2022,grey,41,Saudi Arabia,61,1,8,0,0.07,0.5
2022,grey,45,India,41,1,6,0,0.21,0.5
2022,grey,46,Panama,5472,366,415,301,0.23,0.5
2022,grey,47,Iran,47,2,7,0,0.31,0.5
2022,grey,48,Lebanon,40,2,6,0,0.37,0.5
2022,grey,49,Switzerland,35,2,3,0,0.42,0.5
2022,grey,50,Philippines,126,9,14,4,0.52,0.5
2022,grey,51,Belize,195,16,20,7,0.68,0.5
2022,grey,53,Cook Islands,122,11,14,3,0.74,0.5
2022,grey,54,Palau,216,19,22,8,0.79,0.5
2022,grey,55,Azerbaijan,41,5,6,0,0.83,0.5
2022,grey,56,St. Kitts and Nevis,140,14,15,4,0.88,0.5
2022,grey,57,Ukraine,57,7,8,0,0.91,0.5
2023,white,1,Denmark,1250,12,103,72,-1.82,0.0
2023,white,2,Netherlands,2648,35,207,163,-1.76,0.0
2023,white,3,Norway,1758,25,141,105,-1.68,0.0
2023,white,4,Singapore,1735,25,139,103,-1.67,0.0
2023,white,6,Finland,362,3,34,17,-1.62,0.0
2023,white,8,United Kingdom,705,10,61,38,-1.54,0.0
2023,white,9,Ireland,119,0,13,3,-1.4,0.0
2023,white,10,Bahamas,1802,39,144,108,-1.4,0.0
2023,white,11,France,273,3,27,12,-1.38,0.0
2023,white,12,Cyprus,2164,50,172,131,-1.37,0.0
2023,white,13,Greece,618,11,54,32,-1.36,0.0
2023,white,14,Hong Kong,1596,39,129,94,-1.28,0.0
2023,white,16,China,241,3,24,10,-1.24,0.0
2023,white,17,Cayman Islands,322,5,31,15,-1.23,0.0
2023,white,18,Bermuda,151,1,16,5,-1.22,0.0
2023,white,19,Luxembourg,238,3,24,10,-1.22,0.0
2023,white,20,Malta,3862,112,297,244,-1.21,0.0
2023,white,21,Germany ],516,11,46,26,-1.15,0.0
2023,white,22,Portugal,1775,52,142,106,-1.11,0.0
2023,white,23,Marshall Islands,5274,176,400,338,-1.08,0.0
2023,white,24,Belgium,175,2,18,6,-1.07,0.0
2023,white,25,United States,135,1,15,4,-1.07,0.0
2023,white,26,Gibraltar,349,7,33,16,-1.06,0.0
2023,white,27,Turkey,601,15,53,31,-1.05,0.0
2023,white,28,Estonia,89,0,11,2,-1.02,0.0
2023,white,29,Faroe Islands,217,4,22,9,-0.89,0.0
2023,white,30,Liberia,5496,214,416,353,-0.88,0.0
2023,white,31,Barbados,697,23,60,37,-0.77,0.0
2023,white,32,Isle of Man,346,10,33,16,-0.69,0.0
2023,white,33,Spain,130,2,14,4,-0.65,0.0
2023,white,34,Lithuania,100,1,12,2,-0.64,0.0
2023,white,35,Antigua and Barbuda,1684,76,136,100,-0.52,0.0
2023,white,36,Russia,606,26,53,32,-0.35,0.0
2023,white,37,Croatia,85,1,10,2,-0.35,0.0
2023,white,38,Saudi Arabia,76,1,9,1,-0.11,0.0
2023,white,42,Jersey,31,0,5,0,0.12,0.0
2023,grey,43,Latvia,152,6,16,5,0.09,0.5
2023,grey,44,South Korea,126,5,14,4,0.13,0.5
2023,grey,45,Morocco,49,1,7,0,0.15,0.5
2023,grey,46,Iran,48,2,7,0,0.3,0.5
2023,grey,47,St. Vincent and Grenadines,255,15,25,11,0.3,0.5
2023,grey,48,India,45,2,6,0,0.33,0.5
2023,grey,49,Lebanon,40,2,6,0,0.37,0.5
2023,grey,50,Egypt,45,3,6,0,0.48,0.5
2023,grey,51,Switzerland,30,2,5,0,0.48,0.5
2023,grey,52,Philippines,119,9,13,3,0.57,0.5
2023,grey,54,Cook Islands,97,8,11,2,0.63,0.5
2023,grey,55,Panama,5795,420,438,373,0.72,0.5
2023,grey,56,Albania,59,6,8,0,0.75,0.5
2023,grey,58,Sierra Leone,175,17,18,6,0.89,0.5
2023,grey,59,St. Kitts and Nevis,192,19,20,7,0.94,0.5
2024,white,1,France,297,1,29,13,-1.78,0.0
2024,white,2,Denmark,1246,14,103,72,-1.75,0.0
2024,white,3,Norway,1824,23,146,109,-1.74,0.0
2024,white,4,Netherlands,2690,46,211,166,-1.61,0.0
2024,white,5,Singapore,1745,28,140,104,-1.61,0.0
2024,white,6,Cayman Islands,318,3,30,14,-1.52,0.0
2024,white,7,Finland,364,4,34,17,-1.5,0.0
2024,white,8,Italy,846,14,72,47,-1.48,0.0
2024,white,9,Luxembourg,235,2,23,10,-1.42,0.0
2024,white,10,Japan,232,2,23,9,-1.41,0.0
2024,white,11,Hong Kong,1596,34,129,94,-1.4,0.0
2024,white,12,Sweden,317,4,30,14,-1.37,0.0
2024,white,13,Germany,486,8,44,24,-1.35,0.0
2024,white,14,China,265,3,26,11,-1.35,0.0
2024,white,15,Greece,599,12,53,31,-1.25,0.0
2024,white,16,Bahamas,1758,45,141,105,-1.25,0.0
2024,white,17,Portugal,2050,54,163,124,-1.24,0.0
2024,white,18,United Kingdom,729,16,63,39,-1.22,0.0
2024,white,19,Cyprus,2226,63,176,136,-1.17,0.0
2024,white,20,Malta,3747,113,288,236,-1.16,0.0
2024,white,21,Marshall Islands,5470,181,414,351,-1.09,0.0
2024,white,22,United States,135,1,15,4,-1.07,0.0
2024,white,23,Ireland,91,0,11,2,-1.05,0.0
2024,white,24,Bermuda,154,2,16,5,-0.9,0.0
2024,white,25,Isle of Man,354,9,33,16,-0.84,0.0
2024,white,26,Spain,112,1,13,3,-0.81,0.0
2024,white,27,Barbados,863,29,73,48,-0.81,0.0
2024,white,28,Liberia,6035,257,456,389,-0.76,0.0
2024,white,29,Gibraltar,293,8,28,13,-0.68,0.0
2024,white,30,Faroe Islands,225,6,23,9,-0.56,0.0
2024,white,31,Belgium,168,4,18,6,-0.48,0.0
2024,white,32,Turkey,607,25,53,32,-0.42,0.0
2024,white,33,Estonia,84,1,10,2,-0.33,0.0
2024,white,34,Lithuania,100,2,12,2,-0.15,0.0
2024,white,35,Antigua and Barbuda,1708,95,137,102,-0.14,0.0
2024,white,36,Thailand,51,0,7,0,-0.09,0.0
2024,white,37,Poland,46,0,7,0,0.02,0.0
2024,white,38,Jersey,44,0,6,0,0.03,0.0
2024,white,39,Canada,36,0,6,0,0.08,0.0
2024,white,40,Egypt,36,0,6,0,0.08,0.0
2024,grey,41,Saudi Arabia,72,1,9,1,0.0,0.5
2024,grey,42,Croatia,92,2,11,2,0.01,0.5
2024,grey,43,India,55,1,7,0,0.11,0.5
2024,grey,44,Latvia,162,7,17,5,0.13,0.5
2024,grey,45,South Korea,178,8,19,6,0.13,0.5
2024,grey,46,Morocco,48,1,7,0,0.15,0.5
2024,grey,47,Russia,265,14,26,11,0.19,0.5
2024,grey,48,Panama,5854,390,442,377,0.2,0.5
2024,grey,49,Lebanon,38,2,6,0,0.39,0.5
2024,grey,50,Cook Islands,81,5,10,1,0.42,0.5
2024,grey,51,Philippines,105,7,12,3,0.46,0.5
2024,grey,52,Albania,58,4,8,0,0.49,0.5
2024,grey,53,Algeria,77,6,10,1,0.57,0.5
2024,grey,54,St. Vincent and Grenadines,246,19,24,10,0.63,0.5
2024,grey,55,Sierra Leone,173,14,18,6,0.66,0.5
2024,grey,56,Tunisia,30,3,5,0,0.66,0.5
2024,grey,57,Bangladesh,43,5,6,0,0.81,0.5
2024,black,58,St. Kitts and Nevis,269,29,26,,1.3,1.0
2024,black,59,Togo,273,32,27,,1.58,1.0
2024,black,60,Palau,489,55,44,,1.67,1.0
2024,black,61,Guinea-Bissau,51,9,7,,1.94,1.0
2024,black,62,Belize,220,32,22,,2.29,1.0
2024,black,63,Vanuatu,357,52,33,,2.55,1.0
2024,black,64,Ukraine,43,9,6,,2.57,1.0
2024,black,65,Comoros,258,48,25,,3.59,1.0
2024,black,66,Vietnam,43,12,6,,4.42,1.0
2024,black,67,Moldova,32,10,5,,4.81,1.0
2024,black,68,Tanzania,149,41,16,,5.88,1.0
2024,black,69,Cameroon,144,43,16,,6.56,1.0
